age,monthly_income,employment_status,years_employed,credit_history_years,existing_loans,late_payments,defaulted_before,requested_amount,monthly_debt,debt_to_income,loan_to_income,credit_score,risk_level,approved
51,33795,Employed,0,13,2,3,0,172442,4447,0.13158751294570203,0.4252157617004488,593.6965527444888,Medium,1
29,11770,Employed,22,11,1,2,0,111888,1362,0.1157179269328802,0.7921835174171623,593.5828377230247,Medium,1
52,14093,Self-Employed,9,10,4,4,0,63185,925,0.0656354218406301,0.37361929090092005,549.7065919250692,High,0
52,3193,Unemployed,9,19,2,4,0,122136,2443,0.7651111807077983,3.1875978703413717,361.9307860945819,High,0
18,37775,Self-Employed,19,18,4,3,0,179823,2577,0.06821972203838518,0.3966975512905361,608.0117802779616,Medium,1
57,20569,Employed,24,1,1,3,0,67758,3980,0.19349506538966404,0.27451504691526085,545.3096893383246,High,0
39,14190,Employed,21,19,3,1,0,141203,2405,0.16948555320648345,0.8292400751703077,624.9073291050036,Medium,1
46,35327,Self-Employed,28,0,4,1,0,137430,1419,0.04016757720723526,0.324185467206386,565.7287627027486,Medium,1
25,23389,Unemployed,2,7,0,4,0,96150,2875,0.1229210312540083,0.3425755697122579,569.6949420667836,Medium,1
28,5261,Employed,5,13,3,5,1,193443,59,0.011214597985173921,3.0641037825508457,300.0,High,0
58,31369,Employed,28,8,3,5,0,152318,2524,0.080461602218751,0.40464046245231494,526.0661799866109,High,0
54,29512,Employed,25,1,1,1,0,22216,3797,0.12865952832746003,0.06273154423059546,605.7969639468691,Medium,1
31,9716,Unemployed,5,4,1,2,0,46209,2659,0.27367229312474267,0.3963307945656649,563.379477151091,Medium,1
47,24259,Self-Employed,20,7,2,0,0,47987,4096,0.16884455253720268,0.16484260137131238,634.848097613257,Medium,1
52,31933,Employed,1,15,2,4,0,113024,1578,0.04941596467604046,0.29495088675247133,601.3730310337269,Medium,1
38,7378,Employed,25,15,0,0,0,156649,4406,0.5971808078069938,1.7693254721243337,547.1787747357007,High,0
54,22835,Unemployed,25,12,3,1,0,47320,3105,0.13597547624261003,0.1726881249543829,633.3216553536238,Medium,1
22,32033,Employed,17,19,0,3,1,16301,707,0.022070989292292325,0.042406788832349974,579.8070739549839,Medium,0
36,27000,Employed,22,14,0,4,0,131560,1780,0.06592592592592593,0.4060493827160494,607.7259259259259,Medium,1
31,13332,Employed,1,0,1,1,0,5891,2413,0.180993099309931,0.036822432243224325,596.0714821482148,Medium,1
43,5800,Employed,11,2,0,2,0,158044,4953,0.8539655172413793,2.2707471264367816,381.2793103448276,High,0
21,32538,Employed,21,5,0,4,0,55457,3406,0.10467760772020407,0.14203136845124675,573.9168049665006,Medium,1
42,33119,Self-Employed,4,13,4,4,0,118389,2161,0.06524955463631148,0.29788791932123554,569.2967782843684,Medium,1
62,11333,Unemployed,19,3,2,5,0,190507,3539,0.3122738904085414,1.400827965528398,423.4774552192712,High,0
59,8410,Self-Employed,6,17,2,3,1,25932,608,0.072294887039239,0.2569560047562426,530.9072532699167,High,0
42,20839,Unemployed,23,14,3,4,0,9192,308,0.014779979845482029,0.036758001823504007,606.020922309132,Medium,1
35,33519,Employed,15,8,2,3,0,21128,4307,0.12849428682239925,0.052527422258022816,591.4290402458307,Medium,1
57,8808,Self-Employed,19,17,3,1,0,27836,2364,0.2683923705722071,0.2633590675143809,636.9913714804723,Medium,1
25,9796,Employed,0,2,4,2,0,29837,184,0.018783176806859942,0.25381958622567036,562.5168436096367,Medium,1
56,24180,Self-Employed,0,9,2,2,0,122028,245,0.010132340777502068,0.4205541770057899,608.5508684863524,Medium,1
57,20709,Unemployed,16,16,4,4,0,121481,238,0.011492587763774204,0.4888414055080722,579.2904051378628,Medium,1
31,20543,Employed,26,6,2,4,0,130176,519,0.02526408022197342,0.528063087182982,545.2845251423843,High,0
49,32075,Employed,0,14,2,1,0,130172,3907,0.12180826188620421,0.3381969342686412,645.091192517537,Medium,1
55,33502,Employed,20,0,4,5,0,27778,276,0.008238314130499672,0.06909537739040456,504.86567966091576,High,0
50,19724,Employed,19,10,0,5,0,48130,4028,0.20421821131616305,0.2033478672345028,563.2929426079903,Medium,1
40,6828,Employed,12,16,0,5,0,21708,4309,0.6310779144698301,0.2649384885764499,538.3743409490334,High,0
32,20087,Self-Employed,29,4,0,3,0,112481,605,0.030118982426444965,0.4666409452216193,578.3872653955294,Medium,1
50,15605,Unemployed,8,6,0,5,0,160304,4573,0.2930471002883691,0.8560504111929937,493.4713232938161,High,0
42,34337,Employed,14,18,2,2,0,193338,4603,0.13405364475638523,0.46921687975070625,635.7605498441914,Medium,1
34,8482,Employed,2,14,1,3,0,175484,4053,0.47783541617543035,1.7240823705100998,489.2148078283424,High,0
50,30005,Employed,13,2,4,1,1,9782,2712,0.090384935844026,0.027167694273176692,487.5237460423263,High,0
64,25760,Unemployed,22,14,1,2,0,197268,141,0.0054736024844720494,0.6381599378881988,631.0535714285713,Medium,1
19,8463,Employed,10,4,1,2,0,162387,3661,0.4325889164598842,1.5989897199574619,472.1499468273662,High,0
31,7912,Employed,23,11,3,0,0,15052,2369,0.29941860465116277,0.1585355578024941,629.5576339737108,Medium,1
57,7648,Employed,21,19,0,1,1,24521,1717,0.2245031380753138,0.26718314156206413,582.0286349372385,Medium,0
57,36623,Employed,11,4,2,1,0,74690,4556,0.12440269775823935,0.16995239785562807,604.8745323976736,Medium,1
56,38634,Employed,12,2,0,0,0,40546,4765,0.1233369570844334,0.08745750720436231,639.9521147176063,Medium,1
23,6112,Unemployed,25,8,0,3,0,162044,3427,0.5607002617801047,2.2093695462478187,430.15379581151836,High,0
23,25054,Employed,12,8,1,5,0,109713,2324,0.09275963917937255,0.36492176897900536,546.973537159735,High,0
20,7492,Self-Employed,0,6,3,5,0,107617,1844,0.24612920448478376,1.1970212671293825,448.6432194340629,High,0
24,25207,Employed,23,1,0,5,0,27030,399,0.015828936406553733,0.08936009838536914,547.7389217280914,High,0
25,18114,Self-Employed,9,15,4,5,1,176448,4763,0.2629457877884509,0.8117478193662361,404.7416363034117,High,0
59,37285,Self-Employed,2,8,4,5,1,94831,2563,0.06874078047472174,0.2119507397970587,429.03406195520984,High,0
32,19018,Employed,23,12,0,0,0,82400,1522,0.08002944578820065,0.361061450555614,678.7327794720791,Medium,1
64,24386,Employed,27,18,1,1,0,23055,1334,0.05470351841220372,0.07878495858279341,698.708480275568,Low,1
46,20740,Employed,3,19,1,3,0,161565,2623,0.1264705882352941,0.6491682738669238,620.8734329797493,Medium,1
50,11210,Self-Employed,15,16,2,2,0,79861,238,0.021231043710972345,0.5936738031519476,631.8318465655665,Medium,1
47,15743,Employed,7,5,3,5,0,126184,3215,0.20421774757034872,0.66793707256135,480.41764593787707,High,0
56,9588,Unemployed,15,3,1,0,1,121524,3647,0.38037129745515225,1.0562161034626616,445.98247809762205,High,0
44,6311,Employed,26,0,2,3,0,121826,1616,0.2560608461416574,1.608646278983785,442.75392172397403,High,0
53,25432,Self-Employed,16,17,4,3,0,41775,2429,0.09550959421201635,0.13688463353255742,615.3257706826046,Medium,1
46,36755,Self-Employed,18,18,4,3,1,187129,3652,0.09936063120663856,0.42427107423026345,502.6204598013875,High,0
55,6321,Self-Employed,21,8,4,0,0,90909,1721,0.2722670463534251,1.1985049833887043,545.4176554342667,High,0
50,18812,Employed,14,12,0,2,0,41253,1272,0.06761641505422071,0.1827423984690623,650.9214862853498,Medium,1
54,16146,Employed,15,7,3,5,0,56884,3139,0.19441347702217268,0.2935918080845617,514.0548742722656,High,0
44,16654,Self-Employed,14,12,2,3,0,81497,2878,0.17281133661582804,0.4077949241423482,584.7949441575597,Medium,1
50,38820,Employed,24,14,3,0,0,22705,1535,0.039541473467284906,0.04873991069895243,682.3306285419886,Low,1
21,3726,Employed,1,10,0,1,0,180748,535,0.14358561460010735,4.042494185006262,420.2200751476114,High,0
39,6760,Employed,10,11,2,0,0,96640,948,0.14023668639053255,1.1913214990138068,596.6923076923077,Medium,1
19,25190,Employed,0,13,2,0,1,12101,4958,0.19682413656212783,0.040032420272594946,568.979158396189,Medium,0
27,4875,Employed,14,3,1,0,1,67495,2642,0.5419487179487179,1.1537606837606837,420.7405128205128,High,0
22,26377,Employed,25,0,3,3,0,140815,3941,0.14941047124388673,0.44487937723521753,515.3779808166206,High,0
27,7033,Employed,18,3,3,0,0,13951,1021,0.14517275700270155,0.1653040428456325,607.661026588938,Medium,1
50,20373,Self-Employed,3,18,1,1,0,143086,433,0.02125361998723801,0.5852762643367856,672.3329897413242,Medium,1
55,6744,Self-Employed,10,8,4,3,0,41180,1403,0.2080367734282325,0.5088473705021748,534.5047449584816,High,0
30,27995,Self-Employed,4,9,0,1,0,61977,3511,0.12541525272370066,0.18448830148240758,648.8808715842114,Medium,1
48,19977,Unemployed,2,3,3,4,1,195606,2935,0.14691895680032035,0.8159633578615407,388.41192371226913,High,0
64,35402,Employed,12,19,1,0,1,68209,4878,0.1377888254900853,0.1605582547125398,608.8318456584374,Medium,0
53,37542,Employed,9,8,2,5,0,177980,4264,0.11357945767407171,0.39506863424076144,532.6663470246657,High,0
62,13651,Employed,10,12,1,5,0,113575,4804,0.35191561057797965,0.6933252753156057,516.1706102117062,High,0
41,36703,Employed,17,11,4,3,0,55918,3333,0.09081001553006567,0.12696055726598188,586.4851647004332,Medium,1
32,16395,Unemployed,1,10,0,5,0,144291,1602,0.09771271729185728,0.7334095760902715,544.2698993595608,High,0
46,32808,Employed,6,11,4,3,0,143235,228,0.006949524506217996,0.36382132406730067,582.3367776152157,Medium,1
25,39576,Employed,8,17,2,0,0,138542,4522,0.11426116838487972,0.2917214136513712,683.7853749747321,Low,1
22,19715,Employed,9,11,2,2,0,152615,4217,0.2138980471722039,0.6450883422098234,580.6269338067461,Medium,1
46,27306,Employed,17,15,2,2,0,155348,2196,0.08042188529993408,0.47409604726677895,626.9036109280012,Medium,1
64,22086,Self-Employed,22,4,2,1,1,125014,2899,0.13125962147967038,0.471693984122672,485.94720637507925,High,0
21,17376,Employed,6,19,1,0,0,172953,110,0.006330570902394107,0.8294630524861878,684.4725483425415,Low,1
29,8889,Unemployed,26,11,2,5,0,83950,1244,0.13994825064686692,0.7870214122323471,520.9849251884351,High,0
62,39636,Employed,6,10,2,0,0,12749,4159,0.10492986174185084,0.02680433612540788,665.8001564234535,Medium,1
19,23584,Employed,2,8,1,4,0,29182,2685,0.11384837177747625,0.10311369289914066,580.1513738127544,Medium,1
44,37610,Unemployed,11,17,2,2,0,82450,3801,0.10106354692900824,0.1826863422848533,651.9111938314278,Medium,1
48,13058,Employed,6,2,4,5,0,85543,3867,0.29614029713585543,0.5459169347015878,451.7081482616021,High,0
53,12101,Unemployed,16,19,4,2,1,101487,1377,0.11379224857449798,0.6988885216097843,509.41161887447316,High,0
53,15497,Unemployed,25,16,3,0,0,115227,1771,0.11428018326127638,0.619619926437375,649.1091824224043,Medium,1
43,7658,Self-Employed,0,13,4,5,0,157455,12,0.0015669887699138157,1.7134042831026377,472.00770436145206,High,0
60,14381,Self-Employed,4,0,0,1,0,83578,4334,0.3013698630136986,0.4843079989801358,564.7771364995481,Medium,1
44,20154,Employed,15,16,0,0,0,121258,3261,0.161804108365585,0.501381032714763,680.500645033244,Low,1
22,22539,Unemployed,14,7,0,1,0,161484,662,0.029371311948178713,0.5970539952970407,625.6522028483962,Medium,1
37,14777,Employed,1,4,1,5,1,18181,3092,0.20924409555390133,0.10252983239719383,428.73891858970023,High,0
28,37396,Self-Employed,8,4,4,2,0,49898,693,0.018531393731949942,0.11119281919634899,581.1046636003852,Medium,1
27,33373,Unemployed,6,8,0,4,0,195702,3390,0.10157912084619303,0.48867347856051296,568.490096784826,Medium,1
57,36154,Unemployed,3,2,3,3,0,8405,1181,0.03266581844332577,0.019373144511441794,564.9177131161144,Medium,1
55,9031,Self-Employed,19,18,1,2,0,15862,3018,0.3341822611006533,0.14636622005684125,641.116155464511,Medium,1
23,30997,Employed,17,8,3,1,0,190751,1504,0.04852082459592864,0.5128211332279468,603.4082330548117,Medium,1
25,9439,Unemployed,20,17,4,0,0,33688,1902,0.20150439665218772,0.2974185118480065,652.9743616908571,Medium,1
40,25785,Self-Employed,3,15,2,5,0,53017,4171,0.16176071359317432,0.17134315816689288,575.3081248788055,Medium,1
64,16392,Unemployed,27,0,3,2,0,17939,328,0.02000976085895559,0.0911979420855702,572.1269521717911,Medium,1
43,31669,Self-Employed,12,1,2,4,1,109152,1439,0.045438757144210425,0.28722094161482836,432.3140926458051,High,0
63,31939,Employed,0,13,1,5,0,44585,3846,0.12041704499201603,0.11632852207854556,583.5702432762454,Medium,1
60,5282,Employed,27,13,3,1,1,121315,4167,0.7889057175312382,1.913968824940048,355.49318439984853,High,0
29,37624,Employed,23,0,3,5,0,109447,224,0.005953646608547736,0.24241397335034376,504.7407240059536,High,0
43,27364,Self-Employed,2,15,1,5,1,159014,2520,0.09209179944452565,0.4842554694732739,474.8936558982605,High,0
30,4998,Employed,15,14,1,0,0,141344,3714,0.7430972388955582,2.3566760037348273,479.4277711084434,High,0
57,34705,Employed,29,14,0,3,0,180206,2407,0.06935600057628584,0.43270902367574315,625.7147385103011,Medium,1
35,12428,Employed,21,11,4,1,1,160337,810,0.06517541036369488,1.0751059435682866,472.6725941422594,High,0
42,15336,Self-Employed,3,15,3,0,0,184264,3117,0.2032472613458529,1.0012606503216832,610.5346896191967,Medium,1
50,12342,Employed,24,13,3,3,1,164740,4773,0.3867282450170151,1.11232647328904,411.8530222006158,High,0
64,10446,Employed,22,14,1,0,1,86560,3290,0.31495309209266703,0.6905354521666985,530.773501818878,High,0
57,10461,Employed,24,14,1,3,0,102435,4386,0.41927158015486093,0.8160070738935092,550.7269859478062,Medium,1
60,37587,Employed,15,18,4,3,0,74283,2251,0.05988772713970256,0.16469124963418202,622.9319977651847,Medium,1
29,13516,Employed,25,7,1,3,0,14297,4661,0.34485054749926014,0.08814861398835948,568.3290174607872,Medium,1
61,16749,Employed,18,1,2,0,0,69005,2529,0.1509940891993552,0.34332895496248533,596.2809719983283,Medium,1
53,20514,Employed,0,1,2,5,0,133833,4606,0.22452958954860094,0.5436653017451496,475.4365311494589,High,0
21,38426,Unemployed,4,9,2,3,0,194506,923,0.024020194659865716,0.4218194278179705,586.8084109717379,Medium,1
22,39268,Unemployed,18,2,2,5,0,137679,3052,0.07772231842721809,0.29217810940205763,513.1426352246103,High,0
54,27950,Employed,21,16,4,1,1,135654,15,0.0005366726296958855,0.40445438282647583,545.668336314848,High,0
25,37888,Unemployed,23,7,3,4,0,195255,3596,0.09491131756756757,0.4294565561655405,537.8432485219595,High,0
59,39788,Employed,10,3,2,5,0,91994,2403,0.06039509399819041,0.19267534600046915,526.1920679601891,High,0
45,13213,Self-Employed,12,13,1,4,1,61305,4451,0.33686520850677365,0.3866457276924241,461.3774313176417,High,0
48,39027,Self-Employed,19,9,2,3,0,164045,4925,0.12619468573039178,0.35028100204132184,578.8397775898736,Medium,1
26,31011,Employed,4,0,4,4,0,159189,4010,0.12930895488697558,0.4277756280029667,488.81638773338494,High,0
46,37591,Employed,20,3,1,4,0,127688,2646,0.07038918890159879,0.28306420863149867,549.5694448139183,High,0
31,20858,Employed,3,0,2,3,0,12645,1101,0.052785501965672645,0.050520184102023205,560.6345287179979,Medium,1
57,21626,Employed,3,16,3,5,0,47238,2975,0.1375658929066864,0.182026264681402,572.5705169703135,Medium,1
58,16467,Self-Employed,3,16,1,3,0,74694,1090,0.06619299204469545,0.3779984210845934,629.3769356895609,Medium,1
39,6134,Employed,3,6,1,1,1,177845,2906,0.47375285295076625,2.4161096619932616,348.18307792631236,High,0
28,19743,Employed,19,19,3,2,0,21786,1746,0.08843640784075368,0.09195664286076077,658.8702324874639,Medium,1
40,18434,Employed,20,14,1,0,0,45693,4309,0.23375284799826407,0.20656124552457417,669.5559835087339,Medium,1
18,13233,Employed,17,12,2,3,0,101447,1720,0.12997808509030453,0.6388511045618277,576.0715635154538,Medium,1
63,4141,Employed,17,1,1,3,0,162650,448,0.10818642839893745,3.2731626821218707,375.62786766481526,High,0
54,21019,Employed,15,18,2,4,1,182480,3012,0.1432989200247395,0.7234724138477885,479.395784766164,High,0
38,23384,Unemployed,8,12,3,1,0,74702,3504,0.1498460485802258,0.2662147907401072,626.0455867259665,Medium,1
43,39129,Employed,17,10,0,4,0,89845,1568,0.04007258043906054,0.1913435900057076,603.7106749469702,Medium,1
63,25967,Employed,21,14,3,5,0,20076,3186,0.12269418877806447,0.06442792775445758,571.4110216813649,Medium,1
53,14172,Self-Employed,1,9,2,3,1,24377,3491,0.24633079311318093,0.1433401542948537,476.83989556872706,High,0
40,19390,Employed,20,8,4,3,0,145350,2546,0.13130479628674574,0.6246776689014956,536.7627643115009,High,0
18,6267,Self-Employed,3,8,3,4,0,132368,4805,0.7667145364608265,1.7601191425987979,382.38710706877293,High,0
57,29167,Self-Employed,11,19,4,3,0,38539,4475,0.15342681797922308,0.11011017016948378,619.9821716323241,Medium,1
32,24312,Employed,6,0,4,5,0,131552,1047,0.043065153010858837,0.4509158714489415,477.77722935176047,High,0
38,30840,Employed,14,16,2,2,0,147512,4634,0.15025940337224383,0.3985948984003459,628.05317769131,Medium,1
64,21990,Employed,6,11,2,0,0,31245,4848,0.22046384720327422,0.11840609367894497,651.4399727148705,Medium,1
26,8906,Employed,28,9,0,0,0,158169,4630,0.5198742420839884,1.4799854030990343,543.8159667639793,High,0
26,20297,Employed,21,4,1,0,0,72092,4768,0.23491156328521456,0.2959879128278399,614.0513376361039,Medium,1
27,5011,Employed,25,17,3,2,0,114454,1064,0.21233286769107962,1.9033792323554846,525.3173019357414,High,0
43,14738,Employed,20,14,2,3,0,137223,3821,0.2592617722893201,0.7759024290948568,562.3344415795902,Medium,1
58,31797,Employed,16,5,3,4,0,157770,567,0.017831870931219927,0.4134824040003774,538.0512312482309,High,0
52,14120,Self-Employed,15,6,4,1,0,153673,1436,0.10169971671388102,0.9069464117091596,553.3792492917847,Medium,1
42,11767,Employed,27,16,1,3,0,162879,4510,0.3832752613240418,1.1535013172431376,544.7968896065267,High,0
43,25852,Employed,18,5,0,2,0,181374,4544,0.1757697663623704,0.5846549589973696,578.8283304966734,Medium,1
28,16703,Employed,8,7,3,5,0,144111,4705,0.28168592468418846,0.7189876070167036,478.0584326168952,High,0
55,3929,Unemployed,13,11,1,2,0,52427,2705,0.6884703486892338,1.111966573343514,505.66556375668114,High,0
19,14951,Employed,16,13,0,0,0,76839,2483,0.16607584776937998,0.42828238913785033,669.3739549194033,Medium,1
24,29039,Unemployed,4,11,3,3,1,194121,4800,0.16529494817314647,0.5570698026791556,461.7404180584731,High,0
35,32504,Employed,1,9,1,0,0,155125,4829,0.1485663302978095,0.39770746164574616,643.3095926655182,Medium,1
44,20438,Self-Employed,19,19,2,1,0,121801,3779,0.18490067521283882,0.496628013178067,653.0142381837753,Medium,1
51,8744,Employed,15,14,3,5,0,115845,4895,0.5598124428179323,1.1040427721866424,456.57994053064954,High,0
44,21284,Employed,13,6,1,0,1,91298,2794,0.13127231723360272,0.357459437449101,532.7997556850216,High,0
34,10069,Employed,13,8,0,1,0,94147,1860,0.1847253947760453,0.779181977687291,601.082033965637,Medium,1
60,22799,Employed,26,9,1,2,0,60413,3336,0.14632220711434712,0.2208174335131658,614.1922891354884,Medium,1
61,36210,Employed,0,9,2,0,0,70958,1890,0.05219552609776305,0.16330203442879498,658.9384148025407,Medium,1
41,31226,Employed,2,15,3,0,0,36275,4826,0.1545506949337091,0.09680768163282734,670.6454557099852,Medium,1
42,7652,Self-Employed,25,6,3,4,0,31597,4291,0.560768426555149,0.34410393796828714,482.06155253528493,High,0
24,27323,Unemployed,6,4,3,5,0,82521,1097,0.04014932474472056,0.2516835632983201,520.0810672327343,High,0
23,10597,Employed,25,2,2,5,0,99243,1638,0.15457204869302632,0.7804331414551288,474.6253656695291,High,0
41,9591,Employed,14,17,0,2,0,73908,1658,0.17287039933270776,0.6421645292461683,635.725680325305,Medium,1
50,28833,Employed,18,10,3,4,1,60188,1125,0.03901779211320362,0.17395576827477774,474.8805188499289,High,0
46,14826,Self-Employed,19,14,0,1,0,39710,263,0.017739106974234455,0.2232002338234633,684.479293133684,Low,1
60,29417,Employed,1,19,1,1,0,123493,2992,0.10170989563857634,0.34983456278115826,681.8047387565014,Low,1
39,21693,Unemployed,18,4,0,2,1,185122,160,0.0073756511317014705,0.7111433795848123,486.4463190891071,High,0
43,17138,Employed,8,11,0,5,1,54249,1256,0.07328743143890769,0.2637851557941417,480.37839887968255,High,0
45,5169,Employed,18,3,3,1,1,39247,4865,0.9411878506480944,0.6327303798284646,364.0936351325208,High,0
38,21556,Self-Employed,26,14,4,2,1,31408,310,0.014381146780478754,0.121420176903569,530.9890517721284,High,0
24,25052,Self-Employed,4,8,4,1,1,81313,226,0.009021235829474693,0.270480733407845,512.6886076959923,High,0
34,9313,Employed,17,6,2,3,0,10443,272,0.0292064855578224,0.09344464726726082,590.8885428970257,Medium,1
37,11315,Employed,15,9,2,0,0,135270,4412,0.38992487847989393,0.9962439239946973,568.4343791427309,Medium,1
58,11036,Unemployed,3,12,4,5,0,136151,1922,0.17415730337078653,1.0280823365953848,487.4161833997826,High,0
37,34778,Employed,11,7,1,3,0,101818,3157,0.09077577779055725,0.24397128452853337,589.4686295934212,Medium,1
39,30734,Unemployed,28,11,3,2,0,174417,2338,0.07607210255742826,0.4729208693954578,597.4960955293811,Medium,1
45,26173,Employed,6,18,3,2,1,148973,1601,0.06116990792037596,0.4743215018021116,534.2003209414282,High,0
57,33403,Self-Employed,13,0,1,3,0,178804,3718,0.11130736760171242,0.44607769761199095,539.878454031075,High,0
24,3785,Self-Employed,22,15,1,0,1,153579,2422,0.6398943196829591,3.3813077939233818,335.33421400264206,High,0
18,9139,Employed,11,16,4,0,0,86785,1925,0.21063573695152643,0.791342962395594,617.2431338220813,Medium,1
49,9344,Unemployed,2,17,2,4,0,131691,566,0.0605736301369863,1.1744702482876712,557.2629494863014,Medium,1
30,21800,Employed,4,10,1,1,0,40391,2915,0.13371559633027522,0.15439984709480123,644.6901376146789,Medium,1
47,28372,Employed,16,17,2,4,0,39171,251,0.008846750317214155,0.11505181164528408,627.0352812632173,Medium,1
40,23538,Employed,25,6,0,0,0,187802,2354,0.100008496898632,0.6648893987028068,628.1056164499958,Medium,1
36,17973,Employed,9,17,3,3,0,120019,3501,0.19479218828242365,0.556478235872327,588.2362432537695,Medium,1
49,8619,Self-Employed,9,7,4,1,0,12485,4770,0.5534284719805082,0.12071199288393858,551.3458637893027,Medium,1
47,37704,Employed,10,5,3,3,0,132628,2311,0.061293231487375345,0.2931342386307377,560.0567579036707,Medium,1
46,39575,Employed,16,6,4,4,0,115104,2115,0.053442830069488315,0.24237523689197726,539.0443461781427,High,0
62,30716,Employed,4,9,0,2,0,120427,1602,0.052155228545383514,0.3267216868515866,629.1380713634588,Medium,1
46,6236,Employed,12,10,3,3,0,95153,3270,0.5243745991019885,1.2715549497541159,470.78175112251444,High,0
47,18848,Employed,9,12,0,4,0,42748,513,0.02721774193548387,0.18900325410299942,615.393675721562,Medium,1
33,5352,Self-Employed,8,8,4,4,0,139950,441,0.08239910313901345,2.179091928251121,429.36659192825107,High,0
57,4932,Unemployed,16,6,1,4,0,138021,0,0.0,2.332066098945661,450.0760340632603,High,0
36,13913,Self-Employed,0,8,3,2,0,156953,902,0.06483145259828937,0.9400860106854501,555.8150650470782,Medium,1
35,11556,Employed,3,12,0,2,0,187378,1220,0.10557286258220838,1.3512316833967923,576.2573554863275,Medium,1
18,24300,Employed,3,2,3,2,0,92150,2321,0.09551440329218107,0.3160150891632373,559.577366255144,Medium,1
31,8498,Employed,17,2,3,1,1,94364,855,0.10061190868439633,0.9253549854867812,442.4052718286656,High,0
64,13582,Employed,8,0,3,2,1,120925,1017,0.07487851568252098,0.7419439945025279,426.4979384479458,High,0
19,12569,Employed,29,19,2,2,0,14958,2220,0.1766250298353091,0.09917256742779855,657.854642374095,Medium,1
45,7857,Employed,24,1,0,2,0,195257,4680,0.5956471935853379,2.0709452293071995,419.26562301132753,High,0
47,3340,Employed,28,2,0,3,0,144769,3504,1.0491017964071856,3.612000998003992,300.0,High,0
55,19766,Unemployed,28,14,3,2,0,92160,4550,0.23019326115551958,0.3885459880603056,599.0640493777194,Medium,1
21,29132,Employed,17,5,1,1,0,20493,195,0.006693670190855417,0.05862110394068378,640.6794933406563,Medium,1
18,11491,Employed,13,12,3,4,1,178873,4694,0.4084936036898442,1.297196356568909,373.14898616308415,High,0
25,3138,Employed,24,0,2,3,0,26199,1332,0.42447418738049714,0.6957456978967496,477.3183556405354,High,0
46,3358,Employed,14,19,4,0,0,170560,4651,1.3850506253722454,4.232678181457216,300.0,High,0
56,12714,Unemployed,5,18,2,2,0,35493,1517,0.11931728802894447,0.2326372502752871,651.7236904200093,Medium,1
20,22840,Employed,23,0,1,4,0,116545,4534,0.19851138353765324,0.4252225627553999,510.6652802101576,High,0
49,37395,Employed,9,1,3,4,0,54002,2697,0.07212194143602085,0.12034140036546775,529.1248830057494,High,0
27,33654,Employed,28,14,0,3,0,28731,4454,0.13234682355737803,0.07114310334581328,639.8497949723658,Medium,1
27,28879,Employed,14,13,3,0,1,143148,3107,0.1075868277987465,0.4130683195401503,547.3054814917414,High,0
36,18996,Employed,28,18,1,5,0,6071,1057,0.055643293324910505,0.026632799887695655,621.724836807749,Medium,1
63,29762,Self-Employed,3,10,0,1,1,104926,2705,0.09088770915933068,0.29379185986604844,551.4659633089174,Medium,0
51,16283,Self-Employed,17,14,2,5,1,132872,2063,0.1266965546889394,0.6800139204487298,443.9955782104035,High,0
50,22554,Self-Employed,17,5,4,4,0,46410,2792,0.12379178859625788,0.17147734326505276,529.8563447725459,High,0
40,23219,Employed,24,19,4,5,0,190399,420,0.01808863430810974,0.6833448181805131,561.8286747921961,Medium,1
45,37919,Self-Employed,16,8,3,4,0,99948,4648,0.12257707218017352,0.21965241699411905,552.111606318732,Medium,1
49,12429,Employed,11,4,2,5,0,197144,2814,0.22640598600048273,1.3218011639445384,443.5232118432698,High,0
24,22218,Employed,6,19,1,4,0,46041,2840,0.12782428661445674,0.17268656044648484,629.299891979476,Medium,1
46,15452,Self-Employed,15,1,4,4,1,128616,1031,0.06672275433600829,0.6936318923116749,385.37535594097847,High,0
25,21951,Employed,10,5,2,3,0,58326,1491,0.06792401257345906,0.22142499202769805,573.563618969523,Medium,1
18,4307,Employed,13,17,3,0,0,174621,4975,1.1550963547713025,3.378627815184583,363.67076851636875,High,0
20,17852,Self-Employed,2,18,0,4,0,58096,1885,0.10559041003809097,0.2711927701844798,631.0575845843603,Medium,1
41,28232,Employed,18,8,3,1,0,191650,4947,0.17522669311419667,0.5656996788514216,585.0308160952111,Medium,1
40,38428,Employed,17,5,3,1,0,182462,509,0.013245550119704382,0.39567936574025886,599.6697720412199,Medium,1
25,29485,Employed,29,13,2,2,0,182124,1859,0.06304900797015432,0.5147363065965745,616.549940647787,Medium,1
64,13238,Unemployed,9,12,4,4,0,48167,1858,0.14035352772322102,0.30321171375333633,554.9648738480133,Medium,1
54,4140,Unemployed,5,10,2,4,0,190659,913,0.22053140096618357,3.83774154589372,343.2717391304348,High,0
20,27842,Unemployed,12,11,0,4,1,66292,2065,0.07416852237626607,0.19841725929650647,504.1947417570577,High,0
50,29421,Employed,9,18,2,5,0,80419,2966,0.10081234492369397,0.22778230968809127,594.2355800278713,Medium,1
45,4708,Employed,17,18,1,4,1,178211,4889,1.038445199660153,3.1544003115264796,300.0,High,0
64,6630,Employed,25,18,3,4,0,92753,3837,0.5787330316742082,1.165824534942182,490.6025641025641,High,0
25,22595,Employed,19,12,4,1,0,146779,1596,0.07063509626023456,0.5413402670207274,609.0433724275282,Medium,1
